section_name,filename,human_ann1,human_ann2,human_ann3,human_ann4
World,15int-serbia-protest-01-hwgf-articleLarge.jpg,"The rally on Saturday in the capital, Belgrade, came as protests have spread to towns around the country and have drawn increasingly insistent calls that President Aleksandar Vucic step aside.","The rally on Saturday in the capital, Belgrade, came as protests have spread to towns around the country and have drawn increasingly insistent calls that President Aleksandar Vucic step aside.","Protest Against Serbian Leader Draws Over 100,000 in Biggest Crowd Yet. Serbia Protest Draws Crowd Of 100,000","'Protesters in Belgrade burned flares as thousands of people from all over Serbia took part in the largest protest to date against the country’s president, Aleksandar Vucic, on Saturday.'"
World,17russia-navalny-fgpq-articleLarge.jpg,"A Russian court said the lawyers for Aleksei Navalny, the country’s top opposition figure before his death in a penal colony last year, were guilty of involvement in an extremist group.","A Russian court said the lawyers for Aleksei Navalny, the country’s top opposition figure before his death in a penal colony last year, were guilty of involvement in an extremist group.",3 Lawyers for Navalny Sentenced for Passing Along His Correspondence. 3 Lawyers  Sentenced  For Helping  Navalny,"'From left, the lawyers Igor Sergunin, Aleksei Liptser and Vadim Kobzev in a defendants’ cage in a hearing in Petushki, Russia, on Friday.'"
World,21ukraine-trump-01-mvck-articleLarge.jpg,President Trump on Friday continued to bash President Volodymyr Zelensky of Ukraine and pressure him for mineral rights.,President Trump on Friday continued to bash President Volodymyr Zelensky of Ukraine and pressure him for mineral rights.,U.S. and Ukraine Appear to Move Closer to Deal for Minerals Amid Leaders’ Public Feud. Ukraine Proposes a Trade of Minerals for U.S. Assistance,"'A truck bringing partly-refined titanium ore to a factory for further refining at a mine east of Kyiv in June. In addition to titanium, Ukraine has large reserves of graphite and lithium.'"
World,24ukraine-deal-1-qwlv-articleLarge.jpg,"President Trump said that Ukraine’s president may soon visit the White House to sign a deal, though how it ties in to efforts to end the Russian invasion and guarantee Ukraine’s security is unclear.","President Trump said that Ukraine’s president may soon visit the White House to sign a deal, though how it ties in to efforts to end the Russian invasion and guarantee Ukraine’s security is unclear.",Ukraine Nears a Deal to Give U.S. a Share of Its Mineral Wealth.,"'In Kostiantynivka, an industrial city in eastern Ukraine, on Monday. The city has been under heavy bombardment from Russian forces.'"
World,24Germany-Merz-vwfc-articleLarge.jpg,"The likely next chancellor is unpopular, and his country’s economy has stalled. But his penchant for risks could help lead to a European showdown with President Trump.","The likely next chancellor is unpopular, and his country’s economy has stalled. But his penchant for risks could help lead to a European showdown with President Trump.","How Friedrich Merz Will Try to Lead Europe Despite a Weakened Hand. Despite a Weakened Hand, Merz Will Be Called on to Lead Europe",'Friedrich Merz speaking in Berlin on Monday.'
World,24putin-anniversary-hvgm-articleLarge.jpg,Fresh possibilities have emerged for President Vladimir V. Putin of Russia with a change of power in Washington.,Fresh possibilities have emerged for President Vladimir V. Putin of Russia with a change of power in Washington.,"Three Years Into War in Ukraine, Trump Ushers In New World for Putin. Putin Ambition  Gets New Life  Under Trump",'Ukrainian soldiers firing at Russian targets from the front line this month. President Vladimir V. Putin dug in on the battlefield to wait out Western resolve in a longer and more onerous conflict than Moscow had expected.'
World,00myanmar-scam-centers-bztc-articleLarge.jpg,A China-led crackdown on online fraud rescued thousands from Myanmar this month. But this massive business of grift keeps growing.,A China-led crackdown on online fraud rescued thousands from Myanmar this month. But this massive business of grift keeps growing.,"On a Lawless Tropical Border, the Global Scam Industry Thrives. On Lawless Asia Border,  Outposts of Global Scam  Thrive at Online Fraud","'A newly constructed building within a Myanmar scam center compound as seen from the Thai side of the border, in February. A multinational effort helped free thousands forced to work in these fraud centers, yet they continue to proliferate unabated.'"
World,chinese-MFA-spokesperson--articleLarge.jpg,"China sees little to gain in capitulating to President Trump’s tariff threats, labeling them “blackmail” and vowing to “fight to the end.”","China sees little to gain in capitulating to President Trump’s tariff threats, labeling them “blackmail” and vowing to “fight to the end.”","For Xi, China’s Strongman Leader, Ceding to Trump Is Not an Option. For Xi, the Strongman Leading China, Ceding To Trump Is a No-Go",''
World,00ukraine-trump-minerals-01-jfwt-articleLarge.jpg,President Trump says he wants to make a deal for minerals from Ukraine in exchange for aid. That followed a long effort by Ukrainian officials to appeal to Mr. Trump’s transactional nature.,President Trump says he wants to make a deal for minerals from Ukraine in exchange for aid. That followed a long effort by Ukrainian officials to appeal to Mr. Trump’s transactional nature.,How Ukraine Pitched Trump on a Deal for Critical Minerals. Kyiv Uses Rare Minerals  In Asking Trump for Aid,"'President Volodymyr Zelensky of Ukraine had a Trump Tower meeting last September, before Donald J. Trump returned to the presidency.'"
World,23int-russia-calvey-profile-01-jcgz-articleLarge.jpg,"As President Trump promotes renewed business ties with Russia, an American investor has a warning: Anyone there can become a pawn.","As President Trump promotes renewed business ties with Russia, an American investor has a warning: Anyone there can become a pawn.",An American Helped Build Russia’s Economy. He Was Jailed on Bogus Charges.. U.S. Executive Warns of Arbitrary Ways of Russia’s Courts,'Michael Calvey leaving a sentencing hearing in Moscow in 2021. Perhaps no Western businessman pushed foreign investment in Russia more than Mr. Calvey.'
World,02syria-saudi-kltq-articleLarge.jpg,"Ahmed al-Shara’s trip to Riyadh, where he spent his childhood, offers clues about his vision for a post-Assad Syria.","Ahmed al-Shara’s trip to Riyadh, where he spent his childhood, offers clues about his vision for a post-Assad Syria.",Syria’s New Interim President Travels to Saudi Arabia for First Foreign Visit. Syria’s New Interim President Travels to Saudi Arabia,"'In this photograph released by the Saudi Ministry of Media, Crown Prince Mohammed bin Salman is greeting Syria’s interim president, Ahmad al-Shara, left, during his arrival on Sunday at the royal palace in Riyadh, Saudi Arabia.'"
World,15putin-europe-01-czbg-articleLarge.jpg,Remarks by Vice President JD Vance and Defense Secretary Pete Hegseth are fueling concerns that the U.S. will move away from Europe and align with Moscow.,Remarks by Vice President JD Vance and Defense Secretary Pete Hegseth are fueling concerns that the U.S. will move away from Europe and align with Moscow.,Putin Has Long Wanted More Power in Europe. Trump Could Grant It.. Trump Could Give Putin A Coveted Key to Europe,"'President Vladimir V. Putin of Russia in Togliatti, Russia, last month, in a photo released by the Russian state media.'"
World,18int-cambodia-xi-01-cljk-articleLarge.jpg,"China is the biggest foreign patron of Cambodia, where Mr. Xi concluded a tour of Southeast Asia. But the region also needs to curry favor with President Trump.","China is the biggest foreign patron of Cambodia, where Mr. Xi concluded a tour of Southeast Asia. But the region also needs to curry favor with President Trump.",How Does a Nation Charm China? Name a Boulevard After Xi Jinping.. China Reinforces Economic Ties With Cambodia as U.S. Tariffs Loom,"'King Norodom Sihamoni of Cambodia, center left, and Xi Jinping, China’s top leader, on Thursday at Phnom Penh International Airport. '"
World,25int-ukraine-russia-talks-bqcl-articleLarge.jpg,"The deal was limited, and it was not clear when or how it would start. The Kremlin also demanded some Western sanctions be lifted first.","The deal was limited, and it was not clear when or how it would start. The Kremlin also demanded some Western sanctions be lifted first.","Russia and Ukraine Agree to Stop Fighting in Black Sea, White House Says. Ukraine and Russia Reach Fragile Truce on Black Sea Fighting","'The Black Sea, as seen from the port of Odesa, Ukraine, last year.'"
World,00fong-obit-gpbj-articleLarge.jpg,"Singing in both Mandarin and English, he brought a soul and R&B sensibility to Chinese pop.","Singing in both Mandarin and English, he brought a soul and R&B sensibility to Chinese pop.","Khalil Fong, Hong Kong Singer-Songwriter, Dies at 41. Khalil Fong, 41, a Hong Kong Pop Singer With Soul","'Khalil Fong in 2018. His music found an audience in Hong Kong, mainland China and much of the wider Chinese-speaking world.'"
World,19europe-diplo-01-jwhg-articleLarge.jpg,The American president’s latest remarks embracing Vladimir Putin’s narrative that Ukraine is to blame for the war have compounded the sense of alarm among traditional allies.,The American president’s latest remarks embracing Vladimir Putin’s narrative that Ukraine is to blame for the war have compounded the sense of alarm among traditional allies.,"Meeting Again in Paris, European Leaders Try to Recalibrate After Trump Sides With Russia. Europe Leaders Discuss  Much Different Alliance",'President Emmanuel Macron of France awaiting the arrival of European leaders at the Élysée Palace in Paris on Monday. On Wednesday he called another urgent meeting of European allies.'
World,06int-global-trade-assess-kzvh-articleLarge-v2.jpg,Free trade has been so beneficial to so many countries that the world may find a way to live without its biggest player.,Free trade has been so beneficial to so many countries that the world may find a way to live without its biggest player.,"Trump’s Tariffs Will Wound Free Trade, but the Blow May Not Be Fatal. Tariff Barrage Likely to Push  U.S. to Margin","'President Trump on Wednesday in the White House Rose Garden, where he announced a sweeping list of tariffs on more than 100 countries.'"
World,12biz-northvolt-wzlq-articleLarge.jpg,"The company and its assets will be sold after it filed for bankruptcy in Sweden, sinking Europe’s best hope for competing against Asian rivals.","The company and its assets will be sold after it filed for bankruptcy in Sweden, sinking Europe’s best hope for competing against Asian rivals.","Swedish Battery Maker Northvolt Collapses, a Blow to Europe. Northvolt, a Producer Of Batteries for E.V.s, Will Be Sold for Parts","'The Northvolt Ett factory in Skelleftea, Sweden. The company has been struggling for months, cutting jobs and restructuring operations even before it sought bankruptcy protection.'"
World,25int-europe-singal-diplo-01-fmhg-articleLarge.jpg,Trump officials have demanded more European military spending and questioned the continent’s values. Leaked messages show the depth of the rift.,Trump officials have demanded more European military spending and questioned the continent’s values. Leaked messages show the depth of the rift.,Now Europe Knows What Trump’s Team Calls It Behind Its Back: ‘Pathetic’. Trump’s Team Bares Disdain Toward Europe,'Vice President JD Vance and Secretary of Defense Pete Hegseth in the Oval Office. The group chat shows their shared animus against “European freeloading.”'
World,07int-russia-ovechkin-putin-001-articleLarge.jpg,Alex Ovechkin’s feat put a fresh spotlight on the hockey star’s past support for Russia’s leader and on his stance on the war in Ukraine.,Alex Ovechkin’s feat put a fresh spotlight on the hockey star’s past support for Russia’s leader and on his stance on the war in Ukraine.,Putin Calls N.H.L. Star’s Record-Setting Goal a Reason for Russia to Celebrate. Putin Extols Record Feat By Ovechkin,"'Alex Ovechkin celebrates after scoring his 895th career goal on Sunday in Elmont, N.Y. '"
World,7canada-us-trudeau-jwqp-articleLarge.jpg,"Prime Minister Justin Trudeau, in a talk with business leaders, said Canada’s wealth of critical minerals are behind Mr. Trump’s comments about making its northern neighbor a U.S. state.","Prime Minister Justin Trudeau, in a talk with business leaders, said Canada’s wealth of critical minerals are behind Mr. Trump’s comments about making its northern neighbor a U.S. state.","Behind Closed Doors, Trudeau Says Trump Threat to Take Over Canada Is Real. Trudeau Recognizes Trump Wants Canada",'Prime Minister Justin Trudeau of Canada speaking in Toronto on Friday.'
World,17Int-Russia-fjpc-articleLarge.jpg,"The call, scheduled for Tuesday, will be the first known conversation between the two leaders since Mr. Putin laid out numerous conditions for a cease-fire with Ukraine.","The call, scheduled for Tuesday, will be the first known conversation between the two leaders since Mr. Putin laid out numerous conditions for a cease-fire with Ukraine.",Trump’s Plan to Discuss Ukraine’s Power Plants With Putin Prompts Questions. Putin-Trump Call May Discuss ‘Dividing Up’ Assets,'A photo released by Russian state media shows President Vladimir V. Putin on a video call outside of Moscow last week.'
World,27Spassky-kzvt-articleLarge.jpg,"When Mr. Spassky, a Russian, played Bobby Fischer, an American, in Iceland at the height of the Cold War, the media attention reduced them to pawns in a wider drama.","When Mr. Spassky, a Russian, played Bobby Fischer, an American, in Iceland at the height of the Cold War, the media attention reduced them to pawns in a wider drama.","Boris Spassky, Chess Champion Who Lost ‘Match of the Century,’ Dies at 88. Boris Spassky, 88, Dies; Soviet Champ Who Lost ‘Match of the Century’","'Boris Spassky in 1973, a year after he lost to Bobby Fischer in a match that drew worldwide attention.'"
World,11ukraine-nkorea-kgbz-articleLarge.jpg,"President Volodymyr Zelensky said the soldiers were captured in the western Kursk region, where Ukraine has been fighting to hold on to territory it seized last summer.","President Volodymyr Zelensky said the soldiers were captured in the western Kursk region, where Ukraine has been fighting to hold on to territory it seized last summer.",Ukraine Says It Captured 2 North Korean Soldiers Fighting for Russia. Kyiv Announces  It Has Captured  2 North Koreans,"'A Ukrainian military vehicle in the country’s northern Sumy region, close to the border with Russia’s Kursk region, on Thursday.'"
World,16Slovakia-Fico-01-tkhj-articleLarge.jpg,A woman who runs a pro-Ukraine group has been accused by Prime Minister Robert Fico of Slovakia of plotting to topple him as part of his campaign against organizations he says are funded from abroad.,A woman who runs a pro-Ukraine group has been accused by Prime Minister Robert Fico of Slovakia of plotting to topple him as part of his campaign against organizations he says are funded from abroad.,Former Charity Worker and Activist Faces an Unlikely Accusation: Coup Plotter. A Grandmother Faces an Unlikely Accusation: Coup Plotter,"'Lucia Stasselova, left, in December in the Slovak capital, Bratislava, at a protest organized by Peace for Ukraine against Prime Minister Robert Fico’s visit to Moscow to meet with President Vladimir V. Putin.'"
World,04skorea-yoon-fkcp-articleLarge.jpg,"Right-wing YouTubers helped President Yoon Suk Yeol get elected. Now that he’s been impeached, they’re rallying his supporters with conspiracy theories.","Right-wing YouTubers helped President Yoon Suk Yeol get elected. Now that he’s been impeached, they’re rallying his supporters with conspiracy theories.","How ‘Stop the Steal’ Became a Protest Slogan in South Korea. In South Korea, Fear, YouTube and Conspiracy Theories Kindle a Crisis","'Supporters of South Korea’s impeached president, Yoon Suk Yeol, outside the presidential residence in Seoul on Friday.'"
World,14finland-ukraine-fkgj-articleLarge.jpg,"Voislav Torden, a commander in a Russian paramilitary group, was sentenced to life in prison for the attack and mutilation of Ukrainian soldiers in 2014.","Voislav Torden, a commander in a Russian paramilitary group, was sentenced to life in prison for the attack and mutilation of Ukrainian soldiers in 2014.",Russian Mercenary Found Guilty of War Crimes in Ukraine by Finland Court. Russian Man Is Convicted In War Crime,"'Voislav Torden, center, a Russian citizen charged with committing war crimes in Ukraine, in Helsinki District Court in 2023.'"
World,20int-ukraine-easter-01-wpbc-articleLarge.jpg,"President Zelensky of Ukraine said the front lines had seen artillery fire and drone attacks, and that his troops were responding. Russia accused Ukraine of breaking the cease-fire.","President Zelensky of Ukraine said the front lines had seen artillery fire and drone attacks, and that his troops were responding. Russia accused Ukraine of breaking the cease-fire.",Ukraine Says Russia Broke Its Own Easter Cease-Fire Vow. Kyiv and Moscow Trade Blame After Easter Truce Fails to Stop Violence,'A fighting position in the Donetsk region of eastern Ukraine on Friday.'
World,19panama-deportation-btkc-articleLarge.jpg,"The group of unauthorized migrants, which includes children, were bused to the camp late Tuesday night. “It looks like a zoo, there are fenced cages,” said one of the detainees.","The group of unauthorized migrants, which includes children, were bused to the camp late Tuesday night. “It looks like a zoo, there are fenced cages,” said one of the detainees.","Migrants, Deported to Panama Under Trump Plan, Detained in Remote Jungle Camp. Migrants Deported to Panama by U.S. Are Taken to Jungle Camp",'Migrants deported from the United States outside the Decapolis Hotel in Panama City on Saturday.'
World,xxukraine-pow-wife-01-vlwz-articleLarge.jpg,"In treatment for cancer and with her husband in a Russian prison, Olha Kurtmallaieva, 25, worries that time may be running out for her and, possibly, her country.","In treatment for cancer and with her husband in a Russian prison, Olha Kurtmallaieva, 25, worries that time may be running out for her and, possibly, her country.","In One Woman’s Life, the Story of Ukraine’s War, 3 Years On. Three Years of War, Encapsulated in One Woman’s Life","'Olha Kurtmallaieva at home on Friday in Kyiv, Ukraine. She was diagnosed with cancer in 2021, about six months before the Russians invaded.'"
World,21int-ukraine-energy01-photo-hqfk-articleLarge.jpg,"As Russia and Ukraine prepare to discuss a possible cease-fire on power infrastructure, each side appears to be trying to portray the other as untrustworthy.","As Russia and Ukraine prepare to discuss a possible cease-fire on power infrastructure, each side appears to be trying to portray the other as untrustworthy.","Russian Energy Sites Burn as Kyiv and Moscow Trade Blame. Russian Grid  Is Attacked, And Blame Is Exchanged","'A Ukrainian utility worker and a soldier assessed damage from Russian airstrikes on the outskirts of Sloviansk, Ukraine, on Wednesday.'"
World,05mideast-crisis-global-reaction-mhct-articleLarge.jpg,NA,NA,Allies and foes decry Trump’s plan: ‘Out of the question.’.,'Allies and adversaries of the United States are widely opposed to President Trump’s proposal to take over the Gaza Strip.'
World,05greent-trump-lbtz-articleLarge.jpg,Or enthused by Mr. Trump’s promise that “we will make you rich.”,Or enthused by Mr. Trump’s promise that “we will make you rich.”,Trump Said the U.S. Will ‘Get’ Greenland. Greenlanders Aren’t Impressed.. Trump Tells Greenlanders  U.S. Takeover  Means Riches,"'“It is up to us whether we become rich,” said Pele Broberg, the leader of one of Greenland’s major political parties.'"
World,17int-china-tariff-diplo-01-qztw-articleLarge.jpg,Beijing is using a mix of carrots and sticks to try to prevent other countries from siding with the United States in isolating China.,Beijing is using a mix of carrots and sticks to try to prevent other countries from siding with the United States in isolating China.,"China Wants Countries to Unite Against Trump, but Is Met With Wariness. China Wants Countries to Rebuff Trump, but Is Met With Wariness","'Xi Jinping, China’s top leader, during his visit to Vietnam on Monday. In Hanoi, he urged Vietnam to join China in opposing “unilateral bullying.”'"
World,13russia-econ-zplb-articleLarge.jpg,"Russia’s main stock index skyrocketed and the ruble jumped, but experts warned that exuberance might be short-lived.","Russia’s main stock index skyrocketed and the ruble jumped, but experts warned that exuberance might be short-lived.",Russian markets soar after the Trump-Putin call..,"'Moscow on Thursday, where Russia’s main stock index rose to levels not seen since last summer.'"
World,15china-us-rights-01-wmhp-articleLarge.jpg,"U.S. funding for the promotion of democracy has been frozen, disrupting the work of groups that expose abuses in China. Chinese nationalists are celebrating.","U.S. funding for the promotion of democracy has been frozen, disrupting the work of groups that expose abuses in China. Chinese nationalists are celebrating.",Cuts to U.S.-Backed Rights Groups Seen as a Win for China. U.S. Cuts to Rights Groups Are Seen as a Win for China,'Chinese traffic police officers walk by a U.S. flag on an embassy car in Shanghai.'
World,08gulf-trump-hbjt-articleLarge.jpg,"The president issued an executive order to change the name of the body of water, but its power may be limited beyond the United States.","The president issued an executive order to change the name of the body of water, but its power may be limited beyond the United States.",Can Trump Rename the Gulf of Mexico the ‘Gulf of America’?.,"'The Gulf of Mexico, as seen from Sarasota, Fla.'"
Business,11DB-GREENLAND-articleLarge.jpg,"President-elect Donald Trump wants to buy the territory from Denmark, which says it’s not for sale. DealBook asked experts how they’d approach the deal.","President-elect Donald Trump wants to buy the territory from Denmark, which says it’s not for sale. DealBook asked experts how they’d approach the deal.",How Much Would Buying Greenland Cost?. Considering the Cost of Purchasing Greenland,'An aircraft carrying Donald Trump Jr. after his visit to Greenland this week.'
Business,SKorea-DeepSeek-thzg-articleLarge.jpg,Regulators said they would suspend the app until they could be sure it complied with the country’s data protection laws.,Regulators said they would suspend the app until they could be sure it complied with the country’s data protection laws.,"South Korea Bans Downloads of DeepSeek, the Chinese A.I. App. South Korea Bans DeepSeek Citing Concerns Over Privacy",'DeepSeek has rocketed to the top of app store charts around the world since its release last month.'
Business,27newworld-articleLarge.jpg,"Generations of Chinese, including our columnist, turned to U.S. government-run outlets for an education in democracy, rights and the English language.","Generations of Chinese, including our columnist, turned to U.S. government-run outlets for an education in democracy, rights and the English language.",Trump Could Hand China a ‘Strategic Victory’ by Silencing Voice of America. Silencing Radio Merely Fortifies Great Firewall,''
Business,07Biz-China-Tsunami-pltw-articleLarge.jpg,A staggering $1.9 trillion in extra industrial lending is fueling a continued flood of exports that could be spread even wider across the world by the Trump tariffs.,A staggering $1.9 trillion in extra industrial lending is fueling a continued flood of exports that could be spread even wider across the world by the Trump tariffs.,‘The Tsunami Is Coming’: China’s Global Exports Are Just Getting Started. China’s Exports Gaining Steam Like ‘Tsunami’,"'When Zeekr, an electric carmaker, opened its factory in Ningbo, China, four years ago, the facility had 500 robots. Now it has 820, with more on the way.'"
Business,00biz-japan-tariffs-01-kbgm-articleLarge.jpg,"Japanese automakers, initially optimistic about some of President Trump’s policies, are reckoning with potentially devastating U.S. taxes on foreign-made cars.","Japanese automakers, initially optimistic about some of President Trump’s policies, are reckoning with potentially devastating U.S. taxes on foreign-made cars.",Toyota Was Bullish on Trump. Then Came the Tariff Threats.. Japan Frets Amid Threat Of New Levy On Its Cars,"'Akio Toyoda, Toyota’s president, in 2021. The company donated $1 million to President Trump’s inauguration in January.'"
Business,07markets-tariffs-navarro-cgjb-articleLarge.jpg,"Peter Navarro, a senior White House trade adviser, defended President Trump’s tariffs, but the Treasury secretary said the U.S. might be ready to negotiate.","Peter Navarro, a senior White House trade adviser, defended President Trump’s tariffs, but the Treasury secretary said the U.S. might be ready to negotiate.",Top White House Adviser Indicates Offers From Trading Partners Won’t Convince Trump to Retreat.,"'Peter Navarro, right, a trade adviser to President Trump, defended the administration’s tariff policy on Monday. Stephen Miller, the White House deputy chief of staff, is at left in the Oval Office last month.'"
Business,02tariffs-live-china-response-pmhb-articleLarge.jpg,NA,NA,China assails Trump’s new tariffs and vows retaliation..,'The Yangshan Port in Shanghai in February.'
Business,Biz-Tariffs-SEA-vlpf-articleLarge.jpg,"Punishing tariffs on Vietnam, Cambodia, Thailand and others in the region threaten their position as major manufacturing hubs for the American market.","Punishing tariffs on Vietnam, Cambodia, Thailand and others in the region threaten their position as major manufacturing hubs for the American market.",Trump Took a Wrecking Ball to Southeast Asia’s Role as an Alternative to China.,'A garment factory in Vietnam. The Trump administration slapped steep tariffs on the country that could have lasting effects on global trade.'
Business,04dc-trade-deficit-qwkg-articleLarge.jpg,Behind Trump’s new tariffs is a goal that is as ambitious as it is unrealistic: eliminating the bilateral trade deficit with every U.S. trading partner.,Behind Trump’s new tariffs is a goal that is as ambitious as it is unrealistic: eliminating the bilateral trade deficit with every U.S. trading partner.,‘Totally Silly.’ Trump’s Focus on Trade Deficit Bewilders Economists.. Fixation on Trade Deficit Has Baffled Economists,"'The formula that the White House has devised for imposing tariffs means that, until U.S. imports from and exports to each country balance out, those nations will face additional levies.'"
Business,09strategies-illo-articleLarge.jpg,"After the arrival of a less costly A.I. model from China, U.S. markets and academics are wrestling with the ultimate economic value of the technology.","After the arrival of a less costly A.I. model from China, U.S. markets and academics are wrestling with the ultimate economic value of the technology.",Is Artificial Intelligence Really Worth the Hype?. Is Artificial Intelligence Really Worth the Hype?,''
Business,21biz-stocks-promo-hblf-articleLarge.jpg,"President Trump’s pressure on the Federal Reserve, on top of the uncertainty about his tariff policy, continued to jar investors as stocks, bonds, oil and the U.S. dollar all tumbled.","President Trump’s pressure on the Federal Reserve, on top of the uncertainty about his tariff policy, continued to jar investors as stocks, bonds, oil and the U.S. dollar all tumbled.",Markets Slide as Trump Renews Attacks on Fed Chair. Markets Plunge as Trump Renews Attacks on Fed Chair,''
Business,22skorea-takeover-01-lgtj-articleLarge.jpg,"Control of Korea Zinc, the world’s largest producer of zinc, is at stake in a battle challenging the country’s entrenched chaebol system of powerful conglomerates.","Control of Korea Zinc, the world’s largest producer of zinc, is at stake in a battle challenging the country’s entrenched chaebol system of powerful conglomerates.","2 Families, in Business for 50 Years, Wage War in a South Korean Boardroom.","'Yun B. Choi, the chairman and chief executive of Korea Zinc. The company’s largest shareholder, Young Poong, is seeking to oust him from his role.'"
Business,tbhm-articleLarge.jpg,The president said he planned sweeping tariffs on all steel and aluminum imports on Monday and would take other action to even out tariff rates with the rest of the world later this week.,The president said he planned sweeping tariffs on all steel and aluminum imports on Monday and would take other action to even out tariff rates with the rest of the world later this week.,Trump Will Impose Tariffs on Steel and Aluminum on Monday. Trump Says He’ll Impose 25% Tariff on Imported Steel and Aluminum,"'A steelworker at Steel Speed fabrication shop in Ontario. President Trump said on Sunday that he would impose a 25 percent tariff on foreign steel and aluminum imports, including those from Canada and Mexico.'"
Business,02db-newsletter-markets-tqck-articleLarge.jpg,"The stock market has been on a blistering two-year rally. But Wall Street is warning that a number of factors, including Donald Trump’s policies, could slow or derail that momentum","The stock market has been on a blistering two-year rally. But Wall Street is warning that a number of factors, including Donald Trump’s policies, could slow or derail that momentum",The Bull and Bear Case for 2025.,"'Market experts think 2025 will be a solid year, but potential turmoil might prevent another huge rally.'"
Business,04db-crypto-reserve-wwk-lwht-articleLarge.jpg,The prospect of using taxpayer money to stockpile cryptocurrencies in a national reserve has drawn criticism from lawmakers and investors.,The prospect of using taxpayer money to stockpile cryptocurrencies in a national reserve has drawn criticism from lawmakers and investors.,Trump’s Crypto Reserve Plan Raises Doubts. Here’s What We Know..,"'A booth at the Bitcoin MENA conference in Abu Dhabi, United Arab Emirates, last year.'"
Business,03biz-tariffs-global-01-lgwv-articleLarge.jpg,Not even America’s closest trading partners were spared by a policy broadside that spooked investors and left policymakers scrambling to formulate responses.,Not even America’s closest trading partners were spared by a policy broadside that spooked investors and left policymakers scrambling to formulate responses.,A Stunned World Reckons With Economic Fallout From Trump’s Tariffs. Tariff Shock Waves Circle The Globe,"'An electronics store in Taipei, Taiwan, on Thursday.'"
Business,01biz-auto-sales-tmfg-articleLarge.jpg,Sales of cars picked up recently partly as buyers rushed to lock in deals before President Trump’s 25 percent tariffs on cars and auto parts go into effect.,Sales of cars picked up recently partly as buyers rushed to lock in deals before President Trump’s 25 percent tariffs on cars and auto parts go into effect.,Auto Sales Surged in Anticipation of Trump’s Tariffs. Car Shoppers Flock to Beat Trump Tariffs,"'A General Motors facility in Spring Hill, Tenn. The company on Tuesday reported a sharp jump in sales in the first quarter.'"
Business,29DB-goldcard-hmgt-articleLarge.jpg,The president initially said his $5 million green card alternative would replace a visa for foreign investors that has become a favorite financing tool of major developers.,The president initially said his $5 million green card alternative would replace a visa for foreign investors that has become a favorite financing tool of major developers.,Trump’s ‘Gold Card’ Set Off Panic in an Unexpected Place: Real Estate. Real Estate Industry Wary About Trump’s ‘Gold Card’,"'Massive developments, including New York’s Hudson Yards, have been financed in part by overseas investors applying to the EB-5 program.'"
Business,00-vance-tiktok-01-cwmb-articleLarge.jpg,"The vice president is in a tricky position as he looks for a deal to save the popular short-form video app, which is subject to being banned in the U.S. if it is not sold to a non-Chinese owner.","The vice president is in a tricky position as he looks for a deal to save the popular short-form video app, which is subject to being banned in the U.S. if it is not sold to a non-Chinese owner.",JD Vance Has a TikTok Problem. Can He Find a Solution?. Vice President’s Tall Task: Finding a Buyer for TikTok,'Vice President JD Vance has been asked by President Trump to find a new arrangement to save TikTok in the United States. '
Business,2025-02-03-tariff-explainer-index-articleLarge-v2.jpg,"Understanding who will end up paying for the higher costs means understanding how manufacturing, trade and supply chains function — and how costs build along each step of the complex process. Take shoes, for example.","Understanding who will end up paying for the higher costs means understanding how manufacturing, trade and supply chains function — and how costs build along each step of the complex process. Take shoes, for example.",How Tariffs Work.,''
Business,25Mazur-01-lwjc-articleLarge.jpg,"A blunt-speaking, Bronx-born labor leader, he successfully pushed to legalize undocumented union members but fought a losing battle against globalization.","A blunt-speaking, Bronx-born labor leader, he successfully pushed to legalize undocumented union members but fought a losing battle against globalization.","Jay Mazur, Zealous Advocate for Garment Workers, Dies at 92. Jay Mazur, 92, Zealous Labor Chief Who Led Garment Workers’ Union","'Mr. Mazur in 2000, flanked by Jon S. Corzine, left, then a Democratic Senate candidate from New Jersey, and Edgar Romney, a union official.'"
Business,15germany-economy-01-kbqz-articleLarge.jpg,Candidates in the upcoming federal election are focused on lowering taxes and increasing public spending.,Candidates in the upcoming federal election are focused on lowering taxes and increasing public spending.,"Germany’s Economy Shrank Last Year. Here’s How Politicians Plan to Revive It.. In Germany, Seeking Cure  For Economy","'Robert Habeck, Germany’s economy minister, left, and Chancellor Olaf Scholz. Elections next month will determine who will run the government and manage the economy.'"
Business,TARIFF-SHEIN-bfcm-articleLarge.jpg,"The Trump administration’s plan to add steep fees to packages from China will deal a blow to Temu, Shein and some TikTok Shop sellers, worrying American consumers.","The Trump administration’s plan to add steep fees to packages from China will deal a blow to Temu, Shein and some TikTok Shop sellers, worrying American consumers.","Will Americans Eat a $100 Tariff on Shein Packages?. From China to U.S. Doorsteps, That Thud Will Be New Tariffs","'A garment factory where workers make clothing for Shein in Guangzhou, China, last week.'"
Business,03tariffs-live-factcheck-lkvm-articleLarge.jpg,"As he announced sweeping tariffs, President Trump claimed there had been a large decline in the price of eggs. That’s not the whole picture.","As he announced sweeping tariffs, President Trump claimed there had been a large decline in the price of eggs. That’s not the whole picture.",Fact-Checking Trump’s Claim About Egg Prices.,'Egg prices are still high for consumers.'
