Player1,Player2,Shared Seasons
Andre Jackson ,Lance Lynn,1
Andre Jackson ,Luke Williams ,1
Andre Jackson ,Max Muncy ,1
Andre Jackson ,Michael Busch ,1
Andre Jackson ,Michael Grove ,1
Andre Jackson ,Miguel Rojas,1
Andre Jackson ,Miguel Vargas ,1
Andre Jackson ,Mookie Betts,1
Andre Jackson ,Nick Robertson,1
Andre Jackson ,Noah Syndergaard,1
Andre Jackson ,Phil Bickford ,1
Andre Jackson ,Ryan Brasier,1
Andre Jackson ,Ryan Pepiot ,1
Andre Jackson ,Ryan Yarbrough,1
Andre Jackson ,Shelby Miller ,1
Andre Jackson ,Tayler Scott,1
Andre Jackson ,Tony Gonsolin ,1
Andre Jackson ,Trayce Thompson ,1
Andre Jackson ,Tyler Cyr ,1
Andre Jackson ,Tyson Miller,1
Andre Jackson ,Victor Gonzalez ,1
Andre Jackson ,Wander Suero,1
Andre Jackson ,Will Smith,1
Andre Jackson ,Yency Almonte ,1
Andre Jackson ,Yonny Hernandez ,1
Andre Jackson ,Andrew Heaney ,1
Andre Jackson ,Andrew Vasquez,1
Andre Jackson ,Andy Burns,1
Andre Jackson ,Billy McKinney,1
Andre Jackson ,Caleb Ferguson,1
Andre Jackson ,Chris Martin,1
Andre Jackson ,Conner Greene ,1
Andre Jackson ,Corey Knebel,1
Andre Jackson ,Corey Seager,1
Andre Jackson ,Craig Kimbrel ,1
Andre Jackson ,DJ Peters ,1
Andre Jackson ,Daniel Hudson ,1
Andre Jackson ,Darien Nunez,1
Andre Jackson ,Dennis Santana,1
Andre Jackson ,Eddy Alvarez,1
Andre Jackson ,Edwin Uceta ,1
Andre Jackson ,Freddie Freeman ,1
Andre Jackson ,Hanser Alberto,1
Andre Jackson ,Heath Hembree ,1
Andre Jackson ,Jake Lamb ,1
Andre Jackson ,James Outman,1
Andre Jackson ,James Sherfy,1
Andre Jackson ,Jimmy Nelson,1
Andre Jackson ,Joe Kelly ,1
Andre Jackson ,Joey Gallo,1
Andre Jackson ,Josiah Gray ,1
Andre Jackson ,Keibert Ruiz,1
Andre Jackson ,Kenley Jansen ,1
Andre Jackson ,Kevin Pillar,1
Andre Jackson ,Kevin Quackenbush ,1
Andre Jackson ,Luke Raley,1
Andre Jackson ,Matt Beaty,1
Andre Jackson ,Max Scherzer,1
Andre Jackson ,Michael Grove ,1
Andre Jackson ,Miguel Vargas ,1
Andre Jackson ,Mike Kickham,1
Andre Jackson ,Nate Jones,1
Andre Jackson ,Neftali Feliz ,1
Andre Jackson ,Reyes Moronta ,1
Andre Jackson ,Robbie Erlin,1
Andre Jackson ,Ryan Pepiot ,1
Andre Jackson ,Scott Alexander ,1
Andre Jackson ,Sheldon Neuse ,1
Andre Jackson ,Steven Souza Jr.,1
Andre Jackson ,Tommy Kahnle,1
Andre Jackson ,Tony Wolters,1
Andre Jackson ,Trayce Thompson ,1
Andre Jackson ,Trevor Bauer,1
Andre Jackson ,Tyler Anderson,1
Andre Jackson ,Victor Gonzalez ,1
Andre Jackson ,Yefry Ramirez ,1
Andre Jackson ,Yency Almonte ,1
Andre Jackson ,Yoshi Tsutsugo,1
Andre Jackson ,Zach Reks ,1
Andrew Heaney ,Austin Barnes ,1
Andrew Heaney ,Blake Treinen ,1
Andrew Heaney ,Brusdar Graterol,1
Andrew Heaney ,Caleb Ferguson,1
Andrew Heaney ,Chris Martin,1
Andrew Heaney ,Chris Taylor,1
Andrew Heaney ,Clayton Kershaw ,1
Andrew Heaney ,Cody Bellinger,1
Andrew Heaney ,Craig Kimbrel ,1
Andrew Heaney ,Daniel Hudson ,1
Andrew Heaney ,David Price ,1
Andrew Heaney ,Dustin May,1
Andrew Heaney ,Eddy Alvarez,1
Andrew Heaney ,Edwin Rios,1
Andrew Heaney ,Evan Phillips ,1
Andrew Heaney ,Freddie Freeman ,1
Andrew Heaney ,Garrett Cleavinger,1
Andrew Heaney ,Gavin Lux ,1
Andrew Heaney ,Hanser Alberto,1
Andrew Heaney ,Heath Hembree ,1
Andrew Heaney ,Jake Lamb ,1
Andrew Heaney ,Jake Reed ,1
Andrew Heaney ,James Outman,1
Andrew Heaney ,Joey Gallo,1
Andrew Heaney ,Julio Urias ,1
Andrew Heaney ,Justin Bruihl ,1
Andrew Heaney ,Justin Turner ,1
Andrew Heaney ,Kevin Pillar,1
Andrew Heaney ,Max Muncy ,1
Andrew Heaney ,Michael Grove ,1
Andrew Heaney ,Miguel Vargas ,1
Andrew Heaney ,Mitch White ,1
Andrew Heaney ,Mookie Betts,1
Andrew Heaney ,Phil Bickford ,1
Andrew Heaney ,Reyes Moronta ,1
Andrew Heaney ,Robbie Erlin,1
Andrew Heaney ,Ryan Pepiot ,1
Andrew Heaney ,Shane Greene,1
Andrew Heaney ,Tommy Kahnle,1
Andrew Heaney ,Tony Gonsolin ,1
Andrew Heaney ,Tony Wolters,1
Andrew Heaney ,Trayce Thompson ,1
Andrew Heaney ,Trea Turner ,1
Andrew Heaney ,Tyler Anderson,1
Andrew Heaney ,Walker Buehler,1
Andrew Heaney ,Will Smith,1
Andrew Heaney ,Yency Almonte ,1
Andrew Heaney ,Zach McKinstry,1
Andrew Toles ,Austin Barnes,1
Andrew Toles ,Breyvic Valera ,1
Andrew Toles ,Brian Dozier ,1
Andrew Toles ,Brock Stewart,1
Andrew Toles ,Caleb Ferguson ,1
Andrew Toles ,Chase Utley,1
Andrew Toles ,Chris Taylor ,1
Andrew Toles ,Clayton Kershaw,1
Andrew Toles ,Cody Bellinger ,1
Andrew Toles ,Corey Seager ,1
Andrew Toles ,Daniel Corcino ,1
Andrew Toles ,Daniel Hudson,1
Andrew Toles ,David Freese ,1
Andrew Toles ,Dennis Santana ,1
Andrew Toles ,Dylan Floro,1
Andrew Toles ,Edward Paredes ,1
Andrew Toles ,Erik Goeddel ,1
Andrew Toles ,Hyun Jin Ryu ,1
Andrew Toles ,JT Chargois,1
Andrew Toles ,Joc Pederson ,1
Andrew Toles ,John Axford,1
Andrew Toles ,Josh Fields,1
Andrew Toles ,Julio Urias,1
Andrew Toles ,Justin Turner,1
Andrew Toles ,Kenley Jansen,1
Andrew Toles ,Kenta Maeda,1
Andrew Toles ,Kike Hernandez ,1
Andrew Toles ,Kyle Farmer,1
Andrew Toles ,Logan Forsythe ,1
Andrew Toles ,Manny Machado,1
Andrew Toles ,Matt Kemp,1
Andrew Toles ,Max Muncy,1
Andrew Toles ,Pat Venditte ,1
Andrew Toles ,Pedro Baez ,1
Andrew Toles ,Rich Hill,1
Andrew Toles ,Rocky Gale ,1
Andrew Toles ,Ross Stripling ,1
Andrew Toles ,Ryan Madson,1
Andrew Toles ,Scott Alexander,1
Andrew Toles ,Tim Locastro ,1
Andrew Toles ,Tony Cingrani,1
Andrew Toles ,Walker Buehler ,1
Andrew Toles ,Wilmer Font,1
Andrew Toles ,Yasiel Puig,1
Andrew Toles ,Yasmani Grandal,1
Andrew Toles ,Yimi Garcia,1
Andrew Toles ,Zac Rosscup,1
Andrew Toles ,Zach Neal,1
Andrew Toles ,Austin Barnes,1
Andrew Toles ,Brandon McCarthy ,1
Andrew Toles ,Brett Anderson ,1
Andrew Toles ,Brock Stewart,1
Andrew Toles ,Bud Norris ,1
Andrew Toles ,Carl Crawford,1
Andrew Toles ,Carlos Frias ,1
Andrew Toles ,Carlos Ruiz,1
Andrew Toles ,Casey Fien ,1
Andrew Toles ,Charlie Culberson,1
Andrew Toles ,Chase Utley,1
Andrew Toles ,Chin-hui Tsao,1
Andrew Toles ,Chris Hatcher,1
Andrew Toles ,Chris Taylor ,1
Andrew Toles ,Clayton Kershaw,1
Andrew Toles ,Corey Seager ,1
Andrew Toles ,Grant Dayton ,1
Andrew Toles ,Howie Kendrick ,1
Andrew Toles ,Hyun Jin Ryu ,1
Andrew Toles ,J.P. Howell,1
Andrew Toles ,Jesse Chavez ,1
Andrew Toles ,Joc Pederson ,1
Andrew Toles ,Joe Blanton,1
Andrew Toles ,Jose De Leon ,1
Andrew Toles ,Josh Fields,1
Andrew Toles ,Josh Ravin ,1
Andrew Toles ,Josh Reddick ,1
Andrew Toles ,Julio Urias,1
Andrew Toles ,Justin Turner,1
Andrew Toles ,Kenley Jansen,1
Andrew Toles ,Kenta Maeda,1
Andrew Toles ,Kike Hernandez ,1
Andrew Toles ,Louis Coleman,1
Andrew Toles ,Luis Avilan,1
Andrew Toles ,Micah Johnson,1
Andrew Toles ,Mike Bolsinger ,1
Andrew Toles ,Nick Tepesch ,1
Andrew Toles ,Pedro Baez ,1
Andrew Toles ,Rich Hill,1
Andrew Toles ,Rob Segedin,1
Andrew Toles ,Ross Stripling ,1
Andrew Toles ,Scott Kazmir ,1
Andrew Toles ,Scott Van Slyke,1
Andrew Toles ,Trayce Thompson,1
Andrew Toles ,Will Venable ,1
Andrew Toles ,Yasiel Puig,1
Andrew Toles ,Yasmani Grandal,1
Andrew Toles ,Yimi Garcia,1
Andrew Toles ,Zach Walters ,1
Andrew Toles,Austin Barnes ,1
Andrew Toles,Brandon McCarthy,1
Andrew Toles,Brandon Morrow,1
Andrew Toles,Brett Eibner,1
Andrew Toles,Brock Stewart ,1
Andrew Toles,Charlie Culberson ,1
Andrew Toles,Chase Utley ,1
Andrew Toles,Chris Hatcher ,1
Andrew Toles,Chris Taylor,1
Andrew Toles,Clayton Kershaw ,1
Andrew Toles,Cody Bellinger,1
Andrew Toles,Corey Seager,1
Andrew Toles,Curtis Granderson ,1
Andrew Toles,Edward Paredes,1
Andrew Toles,Fabio Castillo,1
Andrew Toles,Franklin Gutierrez,1
Andrew Toles,Grant Dayton,1
Andrew Toles,Hyun Jin Ryu,1
Andrew Toles,Joc Pederson,1
Andrew Toles,Josh Fields ,1
Andrew Toles,Josh Ravin,1
Andrew Toles,Julio Urias ,1
Andrew Toles,Justin Turner ,1
Andrew Toles,Kenley Jansen ,1
Andrew Toles,Kenta Maeda ,1
Andrew Toles,Kike Hernandez,1
Andrew Toles,Kyle Farmer ,1
Andrew Toles,Logan Forsythe,1
Andrew Toles,Luis Avilan ,1
Andrew Toles,Mike Freeman,1
Andrew Toles,OKoyea Dickson,1
Andrew Toles,Pedro Baez,1
Andrew Toles,Rich Hill ,1
Andrew Toles,Rob Segedin ,1
Andrew Toles,Ross Stripling,1
Andrew Toles,Scott Van Slyke ,1
Andrew Toles,Sergio Romo ,1
Andrew Toles,Tim Locastro,1
Andrew Toles,Tony Cingrani ,1
Andrew Toles,Tony Watson ,1
Andrew Toles,Trayce Thompson ,1
Andrew Toles,Walker Buehler,1
Andrew Toles,Wilmer Font ,1
Andrew Toles,Yasiel Puig ,1
Andrew Toles,Yasmani Grandal ,1
Andrew Toles,Yu Darvish,1
Andrew Vasquez,Andy Burns,1
Andrew Vasquez,Austin Barnes ,1
Andrew Vasquez,Billy McKinney,1
Andrew Vasquez,Blake Treinen ,1
Andrew Vasquez,Brusdar Graterol,1
Andrew Vasquez,Chris Taylor,1
Andrew Vasquez,Clayton Kershaw ,1
Andrew Vasquez,Cody Bellinger,1
Andrew Vasquez,Conner Greene ,1
Andrew Vasquez,Corey Knebel,1
Andrew Vasquez,Corey Seager,1
Andrew Vasquez,DJ Peters ,1
Andrew Vasquez,Darien Nunez,1
Andrew Vasquez,David Price ,1
Andrew Vasquez,Dennis Santana,1
Andrew Vasquez,Dustin May,1
Andrew Vasquez,Edwin Rios,1
Andrew Vasquez,Edwin Uceta ,1
Andrew Vasquez,Evan Phillips ,1
Andrew Vasquez,Garrett Cleavinger,1
Andrew Vasquez,Gavin Lux ,1
Andrew Vasquez,Jake Reed ,1
Andrew Vasquez,James Sherfy,1
Andrew Vasquez,Jimmy Nelson,1
Andrew Vasquez,Joe Kelly ,1
Andrew Vasquez,Josiah Gray ,1
Andrew Vasquez,Julio Urias ,1
Andrew Vasquez,Justin Bruihl ,1
Andrew Vasquez,Justin Turner ,1
Andrew Vasquez,Keibert Ruiz,1
Andrew Vasquez,Kenley Jansen ,1
Andrew Vasquez,Kevin Quackenbush ,1
Andrew Vasquez,Luke Raley,1
Andrew Vasquez,Matt Beaty,1
Andrew Vasquez,Max Muncy ,1
Andrew Vasquez,Max Scherzer,1
Andrew Vasquez,Mike Kickham,1
Andrew Vasquez,Mitch White ,1
Andrew Vasquez,Mookie Betts,1
Andrew Vasquez,Nate Jones,1
Andrew Vasquez,Neftali Feliz ,1
Andrew Vasquez,Phil Bickford ,1
Andrew Vasquez,Scott Alexander ,1
Andrew Vasquez,Shane Greene,1
Andrew Vasquez,Sheldon Neuse ,1
Andrew Vasquez,Steven Souza Jr.,1
Andrew Vasquez,Tony Gonsolin ,1
Andrew Vasquez,Trea Turner ,1
Andrew Vasquez,Trevor Bauer,1
Andrew Vasquez,Victor Gonzalez ,1
Andrew Vasquez,Walker Buehler,1
Andrew Vasquez,Will Smith,1
Andrew Vasquez,Yefry Ramirez ,1
Andrew Vasquez,Yoshi Tsutsugo,1
Andrew Vasquez,Zach McKinstry,1
Andrew Vasquez,Zach Reks ,1
Andy Burns,Austin Barnes ,1
Andy Burns,Billy McKinney,1
Andy Burns,Blake Treinen ,1
Andy Burns,Brusdar Graterol,1
Andy Burns,Chris Taylor,1
Andy Burns,Clayton Kershaw ,1
Andy Burns,Cody Bellinger,1
Andy Burns,Conner Greene ,1
Andy Burns,Corey Knebel,1
Andy Burns,Corey Seager,1
Andy Burns,DJ Peters ,1
Andy Burns,Darien Nunez,1
Andy Burns,David Price ,1
Andy Burns,Dennis Santana,1
Andy Burns,Dustin May,1
Andy Burns,Edwin Rios,1
Andy Burns,Edwin Uceta ,1
Andy Burns,Evan Phillips ,1
Andy Burns,Garrett Cleavinger,1
Andy Burns,Gavin Lux ,1
Andy Burns,Jake Reed ,1
Andy Burns,James Sherfy,1
Andy Burns,Jimmy Nelson,1
Andy Burns,Joe Kelly ,1
Andy Burns,Josiah Gray ,1
Andy Burns,Julio Urias ,1
Andy Burns,Justin Bruihl ,1
Andy Burns,Justin Turner ,1
Andy Burns,Keibert Ruiz,1
Andy Burns,Kenley Jansen ,1
Andy Burns,Kevin Quackenbush ,1
Andy Burns,Luke Raley,1
Andy Burns,Matt Beaty,1
Andy Burns,Max Muncy ,1
Andy Burns,Max Scherzer,1
Andy Burns,Mike Kickham,1
Andy Burns,Mitch White ,1
Andy Burns,Mookie Betts,1
Andy Burns,Nate Jones,1
Andy Burns,Neftali Feliz ,1
Andy Burns,Phil Bickford ,1
Andy Burns,Scott Alexander ,1
Andy Burns,Shane Greene,1
Andy Burns,Sheldon Neuse ,1
Andy Burns,Steven Souza Jr.,1
Andy Burns,Tony Gonsolin ,1
Andy Burns,Trea Turner ,1
Andy Burns,Trevor Bauer,1
Andy Burns,Victor Gonzalez ,1
Andy Burns,Walker Buehler,1
Andy Burns,Will Smith,1
Andy Burns,Yefry Ramirez ,1
Andy Burns,Yoshi Tsutsugo,1
Andy Burns,Zach McKinstry,1
Andy Burns,Zach Reks ,1
Andy Pages ,Anthony Banda,1
Andy Pages ,Austin Barnes,1
Andy Pages ,Ben Casparius,1
Andy Pages ,Blake Treinen,1
Andy Pages ,Bobby Miller ,1
Andy Pages ,Brent Honeywell Jr.,1
Andy Pages ,Brusdar Graterol ,1
Andy Pages ,Cavan Biggio ,1
Andy Pages ,Chris Taylor ,1
Andy Pages ,Clayton Kershaw,1
Andy Pages ,Connor Brogdon ,1
Andy Pages ,Daniel Hudson,1
Andy Pages ,Dinelson Lamet ,1
Andy Pages ,Edgardo Henriquez,1
Andy Pages ,Eduardo Salazar,1
Andy Pages ,Elieser Hernandez,1
Andy Pages ,Evan Phillips,1
Andy Pages ,Freddie Freeman,1
Andy Pages ,Gavin Lux,1
Andy Pages ,Gavin Stone,1
Andy Pages ,Gus Varland,1
Andy Pages ,Hunter Feduccia,1
Andy Pages ,J.P. Feyereisen,1
Andy Pages ,Jack Flaherty,1
Andy Pages ,James Outman ,1
Andy Pages ,James Paxton ,1
Andy Pages ,Jason Heyward,1
Andy Pages ,Joe Kelly,1
Andy Pages ,Justin Wrobleski ,1
Andy Pages ,Kevin Kiermaier,1
Andy Pages ,Kike Hernandez ,1
Andy Pages ,Kyle Hurt,1
Andy Pages ,Landon Knack ,1
Andy Pages ,Max Muncy,1
Andy Pages ,Michael Grove,1
Andy Pages ,Michael Kopech ,1
Andy Pages ,Michael Petersen ,1
Andy Pages ,Miguel Rojas ,1
Andy Pages ,Miguel Vargas,1
Andy Pages ,Mookie Betts ,1
Andy Pages ,Nabil Crismatt ,1
Andy Pages ,Nick Ahmed ,1
Andy Pages ,Nick Ramirez ,1
Andy Pages ,Ricky Vanasco,1
Andy Pages ,River Ryan ,1
Andy Pages ,Ryan Brasier ,1
Andy Pages ,Ryan Yarbrough ,1
Andy Pages ,Shohei Ohtani,1
Andy Pages ,Taylor Trammell,1
Andy Pages ,Teoscar Hernandez,1
Andy Pages ,Tommy Edman,1
Andy Pages ,Tyler Glasnow,1
Andy Pages ,Walker Buehler ,1
Andy Pages ,Will Smith ,1
Andy Pages ,Yohan Ramirez,1
Andy Pages ,Yoshinobu Yamamoto ,1
Andy Pages ,Zach Logue ,1
Anthony Banda,Austin Barnes,1
Anthony Banda,Ben Casparius,1
Anthony Banda,Blake Treinen,1
Anthony Banda,Bobby Miller ,1
Anthony Banda,Brent Honeywell Jr.,1
Anthony Banda,Brusdar Graterol ,1
Anthony Banda,Cavan Biggio ,1
Anthony Banda,Chris Taylor ,1
Anthony Banda,Clayton Kershaw,1
Anthony Banda,Connor Brogdon ,1
Anthony Banda,Daniel Hudson,1
Anthony Banda,Dinelson Lamet ,1
Anthony Banda,Edgardo Henriquez,1
Anthony Banda,Eduardo Salazar,1
Anthony Banda,Elieser Hernandez,1
Anthony Banda,Evan Phillips,1
Anthony Banda,Freddie Freeman,1
Anthony Banda,Gavin Lux,1
Anthony Banda,Gavin Stone,1
Anthony Banda,Gus Varland,1
Anthony Banda,Hunter Feduccia,1
Anthony Banda,J.P. Feyereisen,1
Anthony Banda,Jack Flaherty,1
Anthony Banda,James Outman ,1
Anthony Banda,James Paxton ,1
Anthony Banda,Jason Heyward,1
Anthony Banda,Joe Kelly,1
Anthony Banda,Justin Wrobleski ,1
Anthony Banda,Kevin Kiermaier,1
Anthony Banda,Kike Hernandez ,1
Anthony Banda,Kyle Hurt,1
Anthony Banda,Landon Knack ,1
Anthony Banda,Max Muncy,1
Anthony Banda,Michael Grove,1
Anthony Banda,Michael Kopech ,1
Anthony Banda,Michael Petersen ,1
Anthony Banda,Miguel Rojas ,1
Anthony Banda,Miguel Vargas,1
Anthony Banda,Mookie Betts ,1
Anthony Banda,Nabil Crismatt ,1
Anthony Banda,Nick Ahmed ,1
Anthony Banda,Nick Ramirez ,1
Anthony Banda,Ricky Vanasco,1
Anthony Banda,River Ryan ,1
Anthony Banda,Ryan Brasier ,1
Anthony Banda,Ryan Yarbrough ,1
Anthony Banda,Shohei Ohtani,1
Anthony Banda,Taylor Trammell,1
Anthony Banda,Teoscar Hernandez,1
Anthony Banda,Tommy Edman,1
Anthony Banda,Tyler Glasnow,1
Anthony Banda,Walker Buehler ,1
Anthony Banda,Will Smith ,1
Anthony Banda,Yohan Ramirez,1
Anthony Banda,Yoshinobu Yamamoto ,1
Anthony Banda,Zach Logue ,1
Austin Barnes,Breyvic Valera ,1
Austin Barnes,Brian Dozier ,1
Austin Barnes,Brock Stewart,1
Austin Barnes,Caleb Ferguson ,1
Austin Barnes,Chase Utley,1
Austin Barnes,Chris Taylor ,1
Austin Barnes,Clayton Kershaw,1
Austin Barnes,Cody Bellinger ,1
Austin Barnes,Corey Seager ,1
Austin Barnes,Daniel Corcino ,1
Austin Barnes,Daniel Hudson,1
Austin Barnes,David Freese ,1
Austin Barnes,Dennis Santana ,1
Austin Barnes,Dylan Floro,1
Austin Barnes,Edward Paredes ,1
Austin Barnes,Erik Goeddel ,1
Austin Barnes,Hyun Jin Ryu ,1
Austin Barnes,JT Chargois,1
Austin Barnes,Joc Pederson ,1
Austin Barnes,John Axford,1
Austin Barnes,Josh Fields,1
Austin Barnes,Julio Urias,1
Austin Barnes,Justin Turner,1
Austin Barnes,Kenley Jansen,1
Austin Barnes,Kenta Maeda,1
Austin Barnes,Kike Hernandez ,1
Austin Barnes,Kyle Farmer,1
Austin Barnes,Logan Forsythe ,1
Austin Barnes,Manny Machado,1
Austin Barnes,Matt Kemp,1
Austin Barnes,Max Muncy,1
Austin Barnes,Pat Venditte ,1
Austin Barnes,Pedro Baez ,1
Austin Barnes,Rich Hill,1
Austin Barnes,Rocky Gale ,1
Austin Barnes,Ross Stripling ,1
Austin Barnes,Ryan Madson,1
Austin Barnes,Scott Alexander,1
Austin Barnes,Tim Locastro ,1
Austin Barnes,Tony Cingrani,1
Austin Barnes,Walker Buehler ,1
Austin Barnes,Wilmer Font,1
Austin Barnes,Yasiel Puig,1
Austin Barnes,Yasmani Grandal,1
Austin Barnes,Yimi Garcia,1
Austin Barnes,Zac Rosscup,1
Austin Barnes,Zach Neal,1
Austin Barnes ,Austin Wynns,1
Austin Barnes ,Blake Treinen ,1
Austin Barnes ,Bobby Miller,1
Austin Barnes ,Brandon Beachy,1
Austin Barnes ,Brandon McCarthy,1
Austin Barnes ,Brett Anderson,1
Austin Barnes ,Bryan Hudson,1
Austin Barnes ,Carl Crawford ,1
Austin Barnes ,Carlos Frias,1
Austin Barnes ,Chase Utley ,1
Austin Barnes ,Chin-hui Tsao ,1
Austin Barnes ,Chris Hatcher ,1
Austin Barnes ,Chris Heisey,1
Austin Barnes ,Cody Bellinger,1
Austin Barnes ,Daniel Hudson ,1
Austin Barnes ,Danny Coulombe,1
Austin Barnes ,Darwin Barney ,1
Austin Barnes ,David Huff,1
Austin Barnes ,David Peralta ,1
Austin Barnes ,Dennis Santana,1
Austin Barnes ,Dylan Covey ,1
Austin Barnes ,Dylan Floro ,1
Austin Barnes ,Edwin Rios,1
Austin Barnes ,Emmet Sheehan ,1
Austin Barnes ,Eric Surkamp,1
Austin Barnes ,Evan Phillips ,1
Austin Barnes ,Freddie Freeman ,1
Austin Barnes ,Gavin Lux ,1
Austin Barnes ,Gavin Stone ,1
Austin Barnes ,Gus Varland ,1
Austin Barnes ,Howie Kendrick,1
Austin Barnes ,Ian Thomas,1
Austin Barnes ,J.D. Martinez ,1
Austin Barnes ,J.P. Howell ,1
Austin Barnes ,Jake Marisnick,1
Austin Barnes ,Jake McGee,1
Austin Barnes ,Jake Reed ,1
Austin Barnes ,James Outman,1
Austin Barnes ,Jason Heyward ,1
Austin Barnes ,Jim Johnson ,1
Austin Barnes ,Jimmy Rollins ,1
Austin Barnes ,Joe Wieland ,1
Austin Barnes ,Joel Peralta,1
Austin Barnes ,Jonny DeLuca,1
Austin Barnes ,Jose Peraza ,1
Austin Barnes ,Josh Ravin,1
Austin Barnes ,Josh Sborz,1
Austin Barnes ,Juan Nicasio,1
Austin Barnes ,Juan Uribe,1
Austin Barnes ,Justin Bruihl ,1
Austin Barnes ,Justin Ruggiano ,1
Austin Barnes ,Keibert Ruiz,1
Austin Barnes ,Kolten Wong ,1
Austin Barnes ,Kyle Hurt ,1
Austin Barnes ,Lance Lynn,1
Austin Barnes ,Luis Avilan ,1
Austin Barnes ,Luke Williams ,1
Austin Barnes ,Mat Latos ,1
Austin Barnes ,Matt Beaty,1
Austin Barnes ,Matt West ,1
Austin Barnes ,Michael Busch ,1
Austin Barnes ,Michael Grove ,1
Austin Barnes ,Miguel Rojas,1
Austin Barnes ,Miguel Vargas ,1
Austin Barnes ,Mike Bolsinger,1
Austin Barnes ,Mitch White ,1
Austin Barnes ,Nick Robertson,1
Austin Barnes ,Noah Syndergaard,1
Austin Barnes ,Paco Rodriguez,1
Austin Barnes ,Phil Bickford ,1
Austin Barnes ,Ronald Torreyes ,1
Austin Barnes ,Ross Stripling,1
Austin Barnes ,Ryan Brasier,1
Austin Barnes ,Ryan Pepiot ,1
Austin Barnes ,Ryan Yarbrough,1
Austin Barnes ,Scott Alexander ,1
Austin Barnes ,Scott Baker ,1
Austin Barnes ,Scott Schebler,1
Austin Barnes ,Scott Van Slyke ,1
Austin Barnes ,Sergio Santos ,1
Austin Barnes ,Shelby Miller ,1
Austin Barnes ,Tayler Scott,1
Austin Barnes ,Terrance Gore ,1
Austin Barnes ,Trayce Thompson ,1
Austin Barnes ,Tyler Cyr ,1
Austin Barnes ,Tyson Miller,1
Austin Barnes ,Walker Buehler,1
Austin Barnes ,Wander Suero,1
Austin Barnes ,Yasiel Puig ,1
Austin Barnes ,Yasmani Grandal ,1
Austin Barnes ,Yency Almonte ,1
Austin Barnes ,Yimi Garcia ,1
Austin Barnes ,Yonny Hernandez ,1
Austin Barnes ,Zach Lee,1
Austin Barnes ,Zach McKinstry,1
Austin Barnes ,Zack Greinke,1
Austin Barnes,Brandon McCarthy ,1
Austin Barnes,Brett Anderson ,1
Austin Barnes,Bud Norris ,1
Austin Barnes,Caleb Ferguson ,1
Austin Barnes,Carl Crawford,1
Austin Barnes,Carlos Frias ,1
Austin Barnes,Carlos Ruiz,1
Austin Barnes,Casey Fien ,1
Austin Barnes,Casey Sadler ,1
Austin Barnes,Charlie Culberson,1
Austin Barnes,Chase Utley,1
Austin Barnes,Chin-hui Tsao,1
Austin Barnes,Chris Hatcher,1
Austin Barnes,Cody Bellinger ,1
Austin Barnes,David Freese ,1
Austin Barnes,Dennis Santana ,1
Austin Barnes,Dustin May ,1
Austin Barnes,Dylan Floro,1
Austin Barnes,Edwin Rios ,1
Austin Barnes,Gavin Lux,1
Austin Barnes,Grant Dayton ,1
Austin Barnes,Howie Kendrick ,1
Austin Barnes,J.P. Howell,1
Austin Barnes,JT Chargois,1
Austin Barnes,Jaime Schultz,1
Austin Barnes,Jedd Gyorko,1
Austin Barnes,Jesse Chavez ,1
Austin Barnes,Joe Blanton,1
Austin Barnes,Joe Kelly,1
Austin Barnes,Jose De Leon ,1
Austin Barnes,Josh Fields,1
Austin Barnes,Josh Ravin ,1
Austin Barnes,Josh Reddick ,1
Austin Barnes,Josh Sborz ,1
Austin Barnes,Kristopher Negron,1
Austin Barnes,Kyle Garlick ,1
Austin Barnes,Louis Coleman,1
Austin Barnes,Luis Avilan,1
Austin Barnes,Matt Beaty ,1
Austin Barnes,Max Muncy,1
Austin Barnes,Micah Johnson,1
Austin Barnes,Mike Bolsinger ,1
Austin Barnes,Nick Tepesch ,1
Austin Barnes,Rob Segedin,1
Austin Barnes,Rocky Gale ,1
Austin Barnes,Russell Martin ,1
Austin Barnes,Scott Alexander,1
Austin Barnes,Scott Kazmir ,1
Austin Barnes,Scott Van Slyke,1
Austin Barnes,Tony Gonsolin,1
Austin Barnes,Travis dArnaud ,1
Austin Barnes,Trayce Thompson,1
Austin Barnes,Tyler White,1
Austin Barnes,Walker Buehler ,1
Austin Barnes,Will Smith ,1
Austin Barnes,Will Venable ,1
Austin Barnes,Yasiel Puig,1
Austin Barnes,Yasmani Grandal,1
Austin Barnes,Zac Rosscup,1
Austin Barnes,Zach Walters ,1
Austin Barnes ,Billy McKinney,1
Austin Barnes ,Brandon McCarthy,1
Austin Barnes ,Brandon Morrow,1
Austin Barnes ,Brett Eibner,1
Austin Barnes ,Brock Stewart ,1
Austin Barnes ,Caleb Ferguson,1
Austin Barnes ,Charlie Culberson ,1
Austin Barnes ,Chase Utley ,1
Austin Barnes ,Chris Hatcher ,1
Austin Barnes ,Chris Martin,1
Austin Barnes ,Conner Greene ,1
Austin Barnes ,Corey Knebel,1
Austin Barnes ,Craig Kimbrel ,1
Austin Barnes ,Curtis Granderson ,1
Austin Barnes ,DJ Peters ,1
Austin Barnes ,Daniel Hudson ,1
Austin Barnes ,Darien Nunez,1
Austin Barnes ,Dennis Santana,1
Austin Barnes ,Eddy Alvarez,1
